AudioFileName,SpeakerID,Gender,Transcript
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1108.mp3,SP1,M, Mbhì bɑ́ mʉ̀. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1109.mp3,SP1,M, Mbhì bɑ́ wò. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1110.mp3,SP1,M, Wɑ̄ lāh ā ngʉ́ ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1111.mp3,SP1,M, Zīī zǒ léé ! Ǒ mɑ́ mbə̀'zīī. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1112.mp3,SP1,M, Zīī zǒ kɑ̀' lēē bɑ̄ ! Ǒ mɑ́ ngà'pɑ́hzīī ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1113.mp3,SP1,M, Ngɑ̌ mɑ̀ncə̄ə̄ mō. Túfhù zǒ mɑ̀nkō ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1114.mp3,SP1,M, Ǒ sì cə̄ə̄ (bɑ̄).
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1115.mp3,SP1,M, Ndū á cāk lò kīkēē (kūɑ̄).
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1116.mp3,SP1,M, Cə̄ə̄ ngwāh tènmvàk sēn à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1117.mp3,SP1,M, Nù sǐ’ nnʉ́ɑ́ wènòk ngʉ́ kǎmthʉ̄ bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1118.mp3,SP1,M, Nzhwīē í kūɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1119.mp3,SP1,M, Nù tɑ̀’ ! Nù bɑ́ mbɑ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1120.mp3,SP1,M," Mbâ'ngə̀', mīàngwè'. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1121.mp3,SP1,M, Ǎ mɑ̀mfhʉ́ tōk mēn ì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1122.mp3,SP1,M," Nzhwīē à ngwè', ngòò ā ngwè'. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1123.mp3,SP1,M, Kɑ́ ntīē ndòò béè ! Kɑ́ ntīē pɑ́hzīī béè ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1124.mp3,SP1,M, Kɑ́ ntīē pɑ́hzīī béè ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1125.mp3,SP1,M," Ngɑ̌ ngén cwāh nshǐnɑ̄h mǐ, ngɑ̌ ngén sēnsī ī. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1126.mp3,SP1,M," Nzâknù 16. Nshʉ̀ɑ̄ wèn, nshǐnā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1127.mp3,SP1,M, Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ kù’sì làh nsōk wèn mvàk yì nshǐnā ō lǎh mbɑ̄ lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1128.mp3,SP1,M," Ngɑ̌ mɑ̀ncá’sí, nǔ mɑ̀mbé’ ā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1129.mp3,SP1,M," Ngɑ̌ mɑ̀njā’nthʉ̄, nǔ mɑ̀mbɑ̄h ā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1130.mp3,SP1,M, Ngɑ̌ mɑ̀mmwēn mbī’tū mɑ́ ǹ kɑ̀’ tōh làksì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1131.mp3,SP1,M, Ngɑ̌ mɑ̀nzhwíé mbī’tū mɑ́ ndū á mɑ̀nŋá’sí ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1132.mp3,SP1,M, Sìàní nù bɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1133.mp3,SP1,M, Ǒ mɑ̀nhá'sí ā ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1134.mp3,SP1,M, Yáá mɑ̀nhá'sí ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1135.mp3,SP1,M, Yáá mɑ̀nját lā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1136.mp3,SP1,M, Ǒ sì īmbát nját lā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1137.mp3,SP1,M, Yáá mɑ̀nnāk póh nɑ́ à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1138.mp3,SP1,M," Ngɑ̌ mɑ̀mbōh, ngɑ̌ mɑ̀mbōh tɑ̀'. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1139.mp3,SP1,M, Nù lɑ́ mɑ̀nzɑ́hsí ā ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1140.mp3,SP1,M, Ngɑ̌ póh tɑ̀’. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1141.mp3,SP1,M, Ngɑ̌ mɑ̀ncə̄ə̄ mēn à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1142.mp3,SP1,M, Ǹ kɑ̀' ghʉ́ mbǎ'ntām làh… 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1143.mp3,SP1,M, Ǹ sī mɑ̀mbōh mbɑ̀ nèhē bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1144.mp3,SP1,M, Nthʉ̄ á nɑ̄’ nkōmsī/mbūāsī ntìé’è. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1145.mp3,SP1,M, Nthʉ̄ ā kɑ̀' kōmsī mfhʉ̄ líé’mō’. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1146.mp3,SP1,M, Ngɑ̌ kúɑ́ pōh ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1147.mp3,SP1,M, Ngɑ̌ mbōh nkō'vʉ̀. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1148.mp3,SP1,M, Pɑ̌h mɑ̀mbōh ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1149.mp3,SP1,M, Pɑ̌h mɑ̀mbōh tɑ̀'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1150.mp3,SP1,M," Ǒ ghʉ̀ ngɑ̀ pōh, ǒ ghʉ̀ m̀ mbōh ! "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1151.mp3,SP1,M, Pěn sì pōh sə̀ə̄wū. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1152.mp3,SP1,M, Ngɑ̌ póh nù nèhē. Ǒ sì yū' tùm ndēn mɑ́ ngáá zhìè. Mbàk kɑ̌ nzhʉ́' tɑ̀' lɑ́ sǐ' ndō bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1153.mp3,SP1,M, Nzâknù 17. Yá'nthʉ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1154.mp3,SP1,M," Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh ngə́ə́ mbí wèn mɑ́ ó mɑ̀njā'nthʉ̄, lɑ̄ mɑ́, ǒ yá’nthʉ̄. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1155.mp3,SP1,M, Fhʉ̄ sáá ndó ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1156.mp3,SP1,M, Fhʉ̄ nɑ́ nɑ̄h mǎ ndó ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1157.mp3,SP1,M, Nzhìnzhìè ! Nzɑ̂nkōmó’/Nzɑ̄nkómó’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1158.mp3,SP1,M, Zhʉ̄ɑ̄' nshù ō ! Lā' nshù ō ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1159.mp3,SP1,M, Pèn zhʉ̄ɑ̄' nshù yēē ! Pèn lā' nshù yēē ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1160.mp3,SP1,M, Wūnèhē (pl. Zūnèhē) ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1161.mp3,SP1,M, Ngɑ̌ ìnzáb ó sáá ! Ngɑ̌ ìndə̄ə̄ nsā’ mǒ sáá ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1162.mp3,SP1,M, Ngɑ̌ ìmvēn ō ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1163.mp3,SP1,M, Nkìnkèn mó’ wū ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1164.mp3,SP1,M, Ǒ nkíkén tɑ̀’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1165.mp3,SP1,M, Ǒ sì īmbát ngʉ́ yāā sə̀ə̄līē’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1166.mp3,SP1,M, Ǒ ìmbát ngʉ́ fà’á á ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1167.mp3,SP1,M, Ǒ sì īmbát lɑ̄’ mfʉ́ɑ́’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1168.mp3,SP1,M, Ǒ mɑ́ wɑ̄ (Ò bɑ̄ wɑ̄)  tɑ̄ mɑ̄ ngə́ə́ mbú á fà'á ā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1169.mp3,SP1,M, Ǹ sī ìmbát lɑ̄’mfʉ́ɑ́’ bɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1170.mp3,SP1,M, Ǹ sī ìmbát lɑ̄’ngʉ́ fà’á sə̀ə̄līē’ bɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1171.mp3,SP1,M," Cīcō’ò lɑ̀hsì ā lɑ́, ǒ sì yā’nthʉ̄ bɑ̄. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1172.mp3,SP1,M, Yáá kù’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1173.mp3,SP1,M, Ndèhsì yáá kù’ fà’á. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1174.mp3,SP1,M, Yáá sìànì ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1175.mp3,SP1,M, Mbɑ́ wěn lɑ̀ fēnsī (nzhī)  ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1176.mp3,SP1,M, Yáá tōh ndhʉ̀ ! Yáá tōh fʉ̀ɑ̀' ! Yáá yɑ̄' nkɑ̄' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1177.mp3,SP1,M, Yáá mɑ́ wú yá'nthʉ̄ ! Wú yá'nthʉ̄ bɑ́ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1178.mp3,SP1,M, Wú túfhù bɑ́ ! Nǔ túfhù bɑ́ ! Yáá mɑ́ túfhù ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1179.mp3,SP1,M, Yáá mɑ́ túfhù ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1180.mp3,SP1,M, Hɔ̌ bɑ̂ ! Ŋ̌h Kɑ̀cɔ̀ ! Kɑ̀cɔ̀ nɑ̀ tǐ' ! Ŋ̄h mbɑ̀ ɑ̄ ɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1181.mp3,SP1,M, Yáá tōh ndhʉ̀ ! Yáá tōh fhʉ̀ɑ̀' ! Yáá shʉ̀ɑ̀sì ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1182.mp3,SP1,M, Ngɑ̌ ìndɑ́' béé nù lè mɑ̀ lāhā nɑ̀ ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1183.mp3,SP1,M, Mbɑ̀ kɑ́ lɑ́ mbɑ̄ mɑ̀ yáá ghʉ̌ ndhʉ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1184.mp3,SP1,M, Mɑ́ mbɑ̀ ! Nǔ kɑ́ bɑ́ ɑ̄ ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1185.mp3,SP1,M, Ngɑ̌ mɑ̀njā'nthʉ́ mbú ò ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1186.mp3,SP1,M, Ngɑ̌ mɑ̀njā'nthʉ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1187.mp3,SP1,M, Ǹ dɑ̀yá'nthʉ́ mbú ò ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1188.mp3,SP1,M, Kɑ́ ntīē nù bɑ̄ pǎt mbɑ̄ lè ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1189.mp3,SP1,M, Lɑ̌' yò nù kɑ́ nɑ́ ó lɑ́ nnʉ́ɑ́ yà. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1190.mp3,SP1,M, Pɑ̌h mbɑ̄ lè mɑ̄ngén mɑ̀ hɑ̄ ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1191.mp3,SP1,M, Ngɑ̌ ìngʉ́ mɑ̀ lāhā ntìé'ě nɑ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1192.mp3,SP1,M, Kɑ́ ntīē túfhù béè ! Yēē mǒ' nǔtúfhù mbɑ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1193.mp3,SP1,M, Kɑ́ ntīē nù béè ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1194.mp3,SP1,M, Ǒ tóh ndhʉ̀ ! Ǒ yɑ́’ nkà’ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1195.mp3,SP1,M, Yáá mbhī sʉ̄sə̄ə̄ nzhīē mbǒ lìì ! Yáá mbhī sʉ̄sə̄ə̄ nhə́'sí ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1196.mp3,SP1,M," Nzâknù 18. Ghə̀ə̄ cə̄ə̄, ghə̀ə̄ yóknā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1197.mp3,SP1,M, Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh njōknā ó nɑ́ wū. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1198.mp3,SP1,M," Yáá mɑ̀ngát lā tɑ̀', tɑ́' mbɑ́ ń dɑ̀ láh ó zʉ̌'mfɑ̌' mbú à mbī'tū mɑ́ zʉ̀' sī yǎt sīē bɑ̄. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1199.mp3,SP1,M, Yáá mɑ́ túfhù làh ngə́ə́ mbí mbɑ̄' pí mɑ̄ ā wèn sì nkù'nì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1200.mp3,SP1,M, Yáá mɑ́ mʉ̄ɑ̄ pīē. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1201.mp3,SP1,M, Yáá mɑ́ ghɑ̀' píé mbú à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1202.mp3,SP1,M, Yáá mɑ́ ghɑ̀' pīē mɑ́… Yáá mɑ́ túfhù mɑ́… 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1203.mp3,SP1,M, M̀ fhʉ̌ nzhī mɑ̀ ngɑ̌ fɑ̌' mfɑ̀' ma᷅ mɑ̀ ndɑ̀h/ntìè'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1204.mp3,SP1,M, Ngɑ̌ (fhʉ́) mɑ̄ ìmbát nɑ̄' sī. M̀ fhʉ̌nzhī mɑ̀ ngɑ̌ pàt nɑ̄' nsī. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1205.mp3,SP1,M, Ngɑ̌ (fhʉ́) mɑ̄ ìnsōk ī. M̀ fhʉ̌nzhī mɑ̀ ngɑ̌ sók ī. Pá' nzhī mɑ̀ ngɑ̌ sók ī. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1206.mp3,SP1,M, Ngɑ̌ mɑ̀ncə̄ə̄ yāā. Ngɑ̌ mɑ̀ndáh njōknā à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1207.mp3,SP1,M, Ngɑ̌ mɑ̀njōknā á nɑ́ nhèè mā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1208.mp3,SP1,M, Ngɑ̌ mɑ̀ncə̄ə̄ nkɑ̄ɑ̄ bà yì ngɑ̌ mbɑ̄psī lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1209.mp3,SP1,M, Ngɑ̌ mɑ̀ncə̄ə̄ ndɑ̀h yì ngɑ̌ mbīē lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1210.mp3,SP1,M, Ngɑ̌ mɑ̀njōknā à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1211.mp3,SP1,M," Ngɑ̌ mɑ̀ngʉ́ pí yá'nthʉ̄, ngɑ̌ mɑ̀ngʉ́ sì kə̀', ngɑ̌ mɑ̀mmíé ngʉ́. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1212.mp3,SP1,M, Yáá mɑ́ túfhù mɑ́ fén tōh nshʉ́ɑ́ sì ǹ nhōò. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1213.mp3,SP1,M, Hɔ̌ bɑ̂ ! Yéé nhɔ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1214.mp3,SP1,M, Ghɑ̀' pīē ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1215.mp3,SP1,M," Njōknā, ncə̄ə̄, njóó, mfīnjòò. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1216.mp3,SP1,M, Ncə̄ə̄ wū. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1217.mp3,SP1,M," Ncə̄ə̄, njōknā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1218.mp3,SP1,M, M̀ fhʉ̌nzhī… m̀ fhʉ̌ tɑ̀ nzhī… Pá' nzhī… 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1219.mp3,SP1,M, Nzâknù 19. Yú'sìpə̀' pí púánkhù. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1220.mp3,SP1,M, Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh ndɑ́’sí mɑ́ nǔ mɑ̀ngát lō tɑ̀ ò mɑ̄ncāk làh mbūā nkhù. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1221.mp3,SP1,M, Sī wū yì ngɑ̌ mɑ̄mbīɑ̄ nā á nā lɑ́ béé bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1222.mp3,SP1,M, Sī wū yì ngɑ̌ mɑ̄nkə́' lɑ́ béé bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1223.mp3,SP1,M," Ngǎngà, yú'sìpə̀'. "
